new_skill,occurrence_rows,source_files
AIGC工具链,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIGC平台,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIGC应用,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIGC应用开发,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIGC性能优化,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIGC推理优化,12,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIGC攻防,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIGC数据中心,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIGC数据后台,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIGC数据处理,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIGC数据工程,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIGC数据标注,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIGC服务端,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIGC模型,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIGC模型加速,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIGC模型工程化,5,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIGC模型训练,32,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIGC模型调优,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIGC测试,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIGC生图,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIGC算法,25,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIGC编辑任务,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIGC视频,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIGC视频生成,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIGC设计工具,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIGC评测,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIGP,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Aime,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIMET,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIOps,188,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIOps平台,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIOps系统架构,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIOS,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIOS数据结构,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIoT,12,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AIoT平台,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Air LOG,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AirDrop,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Airflow,39,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Airtable,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Airtest,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI一体机,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI专业工具,32,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI业务内核支持,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI业务开发,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI业务落地,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI中台,15,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI云,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI云原生基础设施,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI互联,15,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI交互架构,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI产品,63,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI产品功能,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI产品安全,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI产品开发,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI产品测试,11,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI产品测试开发,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI产品测试技术,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI产品设计,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI产品评测,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI产品质量保障,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI产品运营,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI人力资源应用,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI代码助手,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI代码安全审计,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI代码审查,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI代码生成,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI代码补全,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI任务容错,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI企业落地,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI优化流水线,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI传输协议,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI伦理,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI全栈分析,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI全栈开发,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI全栈测试,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI全链路,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI关卡编辑,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI内存带宽,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI内容安全,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI写评,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI分发机制,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI分析工具,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI创作,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI前沿技术研究,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI前端,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI前端交互集成,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI前端产品,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI前端应用,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI功能优化,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI功能调试,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI加速,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI加速卡,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI加速卡PCBA工艺,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI加速卡硬件,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI加速卡评测,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI加速器,81,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI加速器架构,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI加速器编程,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI加速器访存子系统,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI加速器驱动开发,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI加速器验证,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI加速平台测试,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI加速库,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI加速硬件,32,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI加速芯片,11,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI助手,21,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI助手产品质量,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI助理,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI医疗器械,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI协作,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI协同,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI协同分析,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI原生,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI原生TDD,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI原生产品,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI原生产品开发,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI原生应用,33,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI原生开发,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI原生架构,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI原生系统,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI原生编码,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI友好工程架构,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI可观测性,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI可靠性,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI合规,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI后端接口,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI后端服务,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI后端研发,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI后端融合,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI后训练,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI图像处理,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI图像生成,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI图像画质增强,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI图像算法评估,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI在线推理,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI场景孵化,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI场景应用,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI场景落地,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI培训,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI基础,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI基础原理,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI基础工具,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI基础架构,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI基础知识,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI基础硬件,5,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI基础设施,103,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI基础设施底层软件,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI基础设施开源项目,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI基础设施软件架构,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI基础设施运维,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI增强开发,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI处理器,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI外呼,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI多模态交互,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI多模态预处理,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI大数据分析,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI大数据平台,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI大模型,100,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI大模型工程化,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI大模型工程落地,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI大模型应用,23,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI大模型应用开发,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI大模型推理,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI大模型攻击,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
AI大模型服务,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
