new_skill,occurrence_rows,source_files
Prompt,169,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt Builder,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt Cache,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt Caching,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt Engine,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt Engineering,1310,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt Engineering工程化,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt Evolution,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt Injection,31,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt Injection防御,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt Injection防护,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt Rephraser,15,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt Tuning,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
PromptFoo,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompting,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompting工程,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt优化,84,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt安全,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt工作流,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt工程,203,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt库,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt开发,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt改写,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt攻击,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt攻防,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt效果评估,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt构建,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt框架,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt模板,12,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt模板化,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt注入,15,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt注入防护,15,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt版本管理,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt策略,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt管理,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt管理平台,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt编写,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt编排,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt自动优化,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt自动化,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt设计,42,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt调优,92,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt调试,15,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Prompt驱动数据分析,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
PydanticAI,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
PyTorch,3986,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
PyTorch Dataloader,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
PyTorch Distributed,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
PyTorch FSDP,15,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
PyTorch FSDP2,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
PyTorch Mobile,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
PyTorch Profiler,19,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
PyTorch3D,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
PyTorch二次开发,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
PyTorch内部实现,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
PyTorch内部机制,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
PyTorch分布式训练,12,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
PyTorch性能优化,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
PyTorch源码,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
PyTorch通信机制,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
QLoRA,58,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Qwen,288,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Qwen API,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Qwen Audio,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Qwen Code,5,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Qwen Coder,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
qwen-ASR,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Qwen-Audio,17,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Qwen-Coder,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Qwen-Image,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Qwen-Omni,18,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Qwen-TTS,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Qwen-VL,66,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Qwen3-VL,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
QwenAudio,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
QwenPaw,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
QwenVL,15,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
RAG,2014,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
RAG Pipeline,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
RAG Poisoning,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
RAG-Fusion,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
RAID,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
RAII,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
ReAct Agent,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Remosaic,15,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Reward Model Training,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
RLAIF,70,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
RLAIF数据,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
RLHF,862,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
RLHF Infra,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
RLHF偏好数据,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
RLHF工程,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
RLHF数据,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
RoboBrain,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
RTP-LLM,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Run.ai,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
SAI,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Sail,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Screen Agent,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Search Agent,24,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Search Agent RL,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Security for AI,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Security for LLM,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Seedream,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Self-evolving Agent,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
sentence-transformers,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Server AI Chip,12,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
SFT,1076,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Single Agent,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Single-Agent,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Skill-based Agent,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Sora,41,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
SOTA大语言模型,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Spec Coding Agent,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
SpeechBrain,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
SpeechGPT,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Spring AI,41,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Spring AI Alibaba,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
SRE AI Agent,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Stable Diffusion,161,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Sub Agent,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Sub-agent,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Substance Painter,12,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
SVLM部署,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Swin Transformer,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
System for AI,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
System Prompt,15,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Tailwind,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Tailwind CSS,12,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
taint,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Tair,12,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Temporal Embedding,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
TensorFlow,2777,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
TensorFlow Distributed,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
TensorFlow Lite,11,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
TensorFlow Lite Micro,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
TensorFlow Serving,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
TensorFlow内部实现,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
TensorFlow通信机制,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
TensorRT-LLM,289,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
TestRail,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Text-to-SQL Agent,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
ToB大模型应用,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Tool Calling,255,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Tool-use Training,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Training,15,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Training Pipeline,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Transformer,1147,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Transformer-based Models,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
TransformerEngine,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Transformers,70,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Transformers Agents,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Transformer优化,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Transformer推理,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Transformer跨模态表征,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
TRT-LLM,34,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
UE AI工具,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
UE AI框架,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
UGC Agent,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
UGC AI,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
UI Agent,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
UNet-based Diffusion,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
User Prompt,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Veo,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Veo 3,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Veo3,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Vercel AI SDK,11,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Vibe Coding,202,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
VibeCoding,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Video Diffusion,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Video LLM,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Vision Transformer,12,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
VLA大模型,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
VLA模型部署,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
vLLM,864,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
VLM,516,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
VLM Coding,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
VLM Post-Training,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
VLM-as-Judge,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
VLM后训练,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
VLM应用架构,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
VLM微调,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
VLM推理优化,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
VLM推理服务,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
VLM数据,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
VLM架构,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
VLM测评,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
VLM训练,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
VLM部署,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
VLM预训练数据构建,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Voice Agent,12,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
VQA Agent,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
VR智能设备测试,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Wails,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
WavLM,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Web Agent,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
WebContainer,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
WebContainers,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
World Model,35,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
XAI,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
XAI工具链,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Xenomai,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Zero-shot语音合成,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
个人智能体,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
主流AI模型,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
云AI产品,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
云原生AI,15,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
云原生Data+AI,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
云原生机器学习,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
云原生机器学习系统,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
云服务AI,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
云端AI优化,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
云端AI芯片,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
互联网AI生态,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
交互式智能体,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
交互式视频生成,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
产业级模型训练,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
人像可控视频生成,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
人工智能,253,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
人工智能安全,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
人工智能应用开发,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
人工智能测试工具,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
人工智能端侧部署,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
人工智能算法,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
人工智能训练,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
代码基座模型训练,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
代码大模型,43,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
代码智能,30,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
代码智能化工具,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
代码智能评测,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
代码语义检索,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
代码领域大模型,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
企业AI操作系统,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
企业办公AI,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
企业智能助手,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
企业级AI Agent平台,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
企业级AI工作流,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
企业级AI平台,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
企业级AI搜索,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
低延迟推理优化,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
信息安全机器学习,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
信息检索强化学习,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
全栈AI,12,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
全模态大模型,12,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
全模态模型部署,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
全身运控模型部署,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
具身智能,187,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
具身智能产品工艺,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
具身智能仿真,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
具身智能体,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
具身智能大模型,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
具身智能模型,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
具身智能测试,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
具身智能算法,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
具身智能系统架构,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
具身智能训练工具,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
决策智能,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
决策智能体,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
函数调用,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
分层强化学习,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
分布式AI服务,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
分布式AI运行时,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
分布式大模型并行推理,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
分布式强化学习,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
分布式推理加速,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
分布式智能体,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
分布式智能框架,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
分布式机器学习,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
分布式模型训练,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
分布式深度学习,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
分布式训练优化,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
前端AI应用,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
前端AI框架,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
前端智能优化,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
前端智能体安全,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
剧情智能生成,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
